# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Sep 10 18:23:25 2020
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN sy_mnum:        Number of Moons
# COLUMN cb_flag:        Circumbinary Flag
# COLUMN disc_year:      Discovery Year
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN pl_imppar:      Impact Parameter
# COLUMN pl_trandep:     Transit Depth [%]
# COLUMN pl_trandur:     Transit Duration [hours]
# COLUMN pl_ratdor:      Ratio of Semi-Major Axis to Stellar Radius
# COLUMN pl_ratror:      Ratio of Planet to Stellar Radius
# COLUMN pl_occdep:      Occultation Depth [%]
# COLUMN pl_orbtper:     Epoch of Periastron [days]
# COLUMN pl_orblper:     Argument of Periastron [deg]
# COLUMN pl_rvamp:       Radial Velocity Amplitude [m/s]
# COLUMN pl_projobliq:   Projected Obliquity [deg]
# COLUMN pl_trueobliq:   True Obliquity [deg]
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN st_vsin:        Stellar Rotational Velocity [km/s]
# COLUMN st_rotp:        Stellar Rotational Period [days]
# COLUMN st_radv:        Systemic Radial Velocity [km/s]
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [decimal]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [decimal]
# COLUMN sy_pm:          Total Proper Motion [mas/yr]
# COLUMN sy_pmra:        Proper Motion (RA) [mas/yr]
# COLUMN sy_pmdec:       Proper Motion (Dec) [mas/yr]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_plx:         Parallax [mas]
# COLUMN sy_bmag:        B (Johnson) Magnitude
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_jmag:        J (2MASS) Magnitude
# COLUMN sy_hmag:        H (2MASS) Magnitude
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_umag:        u (Sloan) Magnitude
# COLUMN sy_gmag:        g (Sloan) Magnitude
# COLUMN sy_rmag:        r (Sloan) Magnitude
# COLUMN sy_imag:        i (Sloan) Magnitude
# COLUMN sy_zmag:        z (Sloan) Magnitude
# COLUMN sy_w1mag:       W1 (WISE) Magnitude
# COLUMN sy_w2mag:       W2 (WISE) Magnitude
# COLUMN sy_w3mag:       W3 (WISE) Magnitude
# COLUMN sy_w4mag:       W4 (WISE) Magnitude
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_tmag:        TESS Magnitude
# COLUMN sy_kepmag:      Kepler Magnitude
# COLUMN st_nphot:       Number of Photometry Time Series
# COLUMN st_nspec:       Number of Stellar Spectra Measurements
# COLUMN pl_nespec:      Number of Emission Spectroscopy Measurements
#
pl_name,hostname,pl_letter,sy_snum,sy_pnum,sy_mnum,cb_flag,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_tranmid,ttv_flag,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,pl_occdep,pl_orbtper,pl_orblper,pl_rvamp,pl_projobliq,pl_trueobliq,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv,rastr,ra,decstr,dec,sy_pm,sy_pmra,sy_pmdec,sy_dist,sy_plx,sy_bmag,sy_vmag,sy_jmag,sy_hmag,sy_kmag,sy_umag,sy_gmag,sy_rmag,sy_imag,sy_zmag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,sy_gaiamag,sy_tmag,sy_kepmag,st_nphot,st_nspec,pl_nespec
Kepler-275 d,Kepler-275,d,1,3,0,0,2014,35.67606200,0.224000,3.330,0.297,11.10000,0.03480,1.650000,0.000000,59.44,671,88.840,2454978.000660,0,0.7300,0.047120,7.6340000,32.500000,0.02201,,,,,,,,6165.00,1.38,1.16,0.000,[Fe/H],0.449,4.23,0.310,0.50839,,,,19h29m55.13s,292.4797004,+38d30m53.65s,38.5149018,1.6374501,-0.6856410,-1.4869900,2034.2500000,0.4639930,15.6970000,15.2890000,14.2770000,14.0270000,13.9570000,,,,,,13.9790000,14.0880000,12.5400000,9.3220000,15.2874000,14.8751000,15.319,0,0,0
Kepler-276 b,Kepler-276,b,1,3,0,0,2014,14.12841000,0.119000,2.870,0.256,8.60000,0.02710,2.000000,0.000000,58.59,739,87.470,2454975.895150,0,0.8500,0.062870,3.7330000,30.060000,0.02358,,,,,,,,6105.00,1.05,1.04,0.020,[Fe/H],-0.089,4.45,0.400,2.57496,,,,19h34m16.37s,293.5681970,+39d02m10.72s,39.0363123,8.0702604,7.9955300,1.0957200,1144.8600000,0.8462150,15.2280000,15.4810000,14.2340000,13.8670000,13.8380000,,,,,,13.8310000,13.9670000,12.6770000,9.2560000,15.3648000,14.8896000,15.368,0,0,0
Kepler-276 c,Kepler-276,c,1,3,0,0,2013,31.88400000,0.199400,2.900,0.259,16.60000,0.05200,3.740000,0.000000,19.79,563,86.920,2454993.206960,1,0.3966,0.091000,5.0990000,17.440000,0.02815,,,,,,,,5779.00,1.03,1.10,0.020,[Fe/H],-0.089,4.46,0.400,1.73156,,,,19h34m16.37s,293.5681970,+39d02m10.72s,39.0363123,8.0702604,7.9955300,1.0957200,1144.8600000,0.8462150,15.2280000,15.4810000,14.2340000,13.8670000,13.8380000,,,,,,13.8310000,13.9670000,12.6770000,9.2560000,15.3648000,14.8896000,15.368,0,0,0
Kepler-276 d,Kepler-276,d,1,3,0,0,2013,48.64800000,0.264200,2.800,0.250,16.30000,0.05100,4.080000,0.000000,11.27,489,87.420,2455005.129460,1,0.3058,0.062110,4.5630000,22.000000,0.02300,,,,,,,,5779.00,1.03,1.10,0.020,[Fe/H],-0.089,4.46,0.400,4.01887,,,,19h34m16.37s,293.5681970,+39d02m10.72s,39.0363123,8.0702604,7.9955300,1.0957200,1144.8600000,0.8462150,15.2280000,15.4810000,14.2340000,13.8670000,13.8380000,,,,,,13.8310000,13.9670000,12.6770000,9.2560000,15.3648000,14.8896000,15.368,0,0,0
Kepler-277 b,Kepler-277,b,1,2,0,0,2013,17.32400000,0.138500,2.920,0.261,87.30000,0.27500,19.300000,0.000000,198.25,964,86.030,2454975.108390,1,0.8990,0.024130,8.0450000,7.590000,0.01624,,,,,,,,5946.00,1.69,1.12,0.100,[Fe/H],0.568,4.03,5.000,0.24777,,,,19h06m19.97s,286.5831894,+39d04m38.13s,39.0772582,18.2452448,5.8205800,17.2919000,976.6430000,0.9951430,14.2960000,13.5440000,12.2880000,12.0030000,11.9660000,15.4529000,14.7235000,13.5345000,13.8836000,13.4571000,11.8540000,11.8860000,11.8070000,9.2970000,13.3884000,12.9339000,13.420,0,0,0
Kepler-277 c,Kepler-277,c,1,2,0,0,2013,33.00600000,0.212900,3.360,0.300,64.20000,0.20200,9.300000,0.000000,83.90,778,89.330,2454978.390000,1,0.9470,0.027810,7.2010000,11.700000,0.01510,,,,,,,,5946.00,1.69,1.12,0.100,[Fe/H],0.568,4.03,5.000,0.24777,,,,19h06m19.97s,286.5831894,+39d04m38.13s,39.0772582,18.2452448,5.8205800,17.2919000,976.6430000,0.9951430,14.2960000,13.5440000,12.2880000,12.0030000,11.9660000,15.4529000,14.7235000,13.5345000,13.8836000,13.4571000,11.8540000,11.8860000,11.8070000,9.2970000,13.3884000,12.9339000,13.420,0,0,0
Kepler-278 b,Kepler-278,b,1,2,0,0,2014,30.16054600,0.207000,4.070,0.363,15.60000,0.04900,1.270000,0.040000,99.27,836,87.470,2454971.512480,1,0.3700,0.017590,7.5080000,17.600000,0.01469,,,,,,,,4991.00,2.94,1.08,0.271,[M/H],0.683,3.62,7.760,0.16712,,,,19h20m25.73s,290.1072124,+38d42m08.17s,38.7022694,9.3313383,2.6369100,8.9510100,443.0300000,2.2289000,12.7870000,11.8110000,10.0470000,9.5810000,9.4650000,15.9125000,14.8048000,12.7369000,13.2031000,13.4701000,9.3860000,9.4550000,9.3040000,8.6870000,11.5296000,10.9187000,11.584,0,0,0
Kepler-278 c,Kepler-278,c,1,2,0,0,2014,51.07877500,0.294000,3.590,0.320,12.60000,0.03960,1.500000,0.510000,49.15,702,89.070,2454985.348920,1,0.7600,0.014150,11.3150000,25.000000,0.01106,,,,,,,,4991.00,2.94,1.08,0.271,[M/H],0.683,3.62,7.760,0.20697,,,,19h20m25.73s,290.1072124,+38d42m08.17s,38.7022694,9.3313383,2.6369100,8.9510100,443.0300000,2.2289000,12.7870000,11.8110000,10.0470000,9.5810000,9.4650000,15.9125000,14.8048000,12.7369000,13.2031000,13.4701000,9.3860000,9.4550000,9.3040000,8.6870000,11.5296000,10.9187000,11.584,0,0,0
Kepler-279 b,Kepler-279,b,1,3,0,0,2014,12.30968100,0.112000,3.620,0.323,12.80000,0.04010,1.480000,0.000000,249.02,1104,83.920,2454970.686440,1,0.6900,0.037910,5.8680000,9.279000,0.01919,,,,,,,,6363.00,1.75,1.16,-0.114,[M/H],0.519,4.05,0.220,0.06379,,,,19h09m33.91s,287.3912950,+42d11m41.36s,42.1948220,3.9877916,3.9853700,0.1389530,1037.4000000,0.9352770,13.7300000,13.6470000,12.7240000,12.5090000,12.5090000,,,,,,12.5010000,12.5070000,12.7010000,9.4390000,13.5847000,13.2412000,13.659,0,0,0
Kepler-279 c,Kepler-279,c,1,3,0,0,2013,35.73600000,0.223600,4.300,0.384,49.40000,0.15500,0.300000,0.000000,60.16,774,87.090,2454984.061200,1,0.9169,0.079150,8.9950000,18.880000,0.03085,,,,,,,,6689.45,1.07,1.10,-0.114,[M/H],0.519,4.42,0.220,0.04350,,,,19h09m33.91s,287.3912950,+42d11m41.36s,42.1948220,3.9877916,3.9853700,0.1389530,1037.4000000,0.9352770,13.7300000,13.6470000,12.7240000,12.5090000,12.5090000,,,,,,12.5010000,12.5070000,12.7010000,9.4390000,13.5847000,13.2412000,13.659,0,0,0
Kepler-279 d,Kepler-279,d,1,3,0,0,2013,54.41400000,0.290100,3.100,0.277,37.50000,0.11800,0.300000,0.000000,35.74,574,87.090,2454981.704710,1,0.9098,0.059800,8.5590000,24.990000,0.02280,,,,,,,,6689.45,1.07,1.10,-0.114,[M/H],0.519,4.42,0.220,0.05127,,,,19h09m33.91s,287.3912950,+42d11m41.36s,42.1948220,3.9877916,3.9853700,0.1389530,1037.4000000,0.9352770,13.7300000,13.6470000,12.7240000,12.5090000,12.5090000,,,,,,12.5010000,12.5070000,12.7010000,9.4390000,13.5847000,13.2412000,13.659,0,0,0
Kepler-28 b,Kepler-28,b,1,2,0,0,2011,5.91230000,0.062000,3.600,0.321,479.90000,1.51000,,0.000000,62.58,585,89.510,2454975.622700,1,0.1700,0.106290,2.7700000,19.700000,0.02783,,,,,,,M0 V,4590.00,0.70,0.75,0.340,[M/H],-0.745,4.29,2.240,4.13623,,,,19h28m32.89s,292.1370409,+42d25m46.14s,42.4294835,11.7018700,-0.4877620,11.6917000,438.3590000,2.2526500,16.8530000,15.1300000,13.3340000,12.7670000,12.7190000,,,,,,12.6350000,12.6770000,12.7000000,9.0360000,15.0257000,14.3281000,15.036,0,0,0
Kepler-28 c,Kepler-28,c,1,2,0,0,2011,8.98580000,0.081000,3.400,0.303,432.23000,1.36000,,0.000000,35.90,509,89.980,2454981.727700,1,0.0080,0.090530,4.3900000,24.640000,0.02653,,,,,,,M0 V,4590.00,0.70,0.75,0.340,[M/H],-0.745,4.29,2.240,3.50489,,,,19h28m32.89s,292.1370409,+42d25m46.14s,42.4294835,11.7018700,-0.4877620,11.6917000,438.3590000,2.2526500,16.8530000,15.1300000,13.3340000,12.7670000,12.7190000,,,,,,12.6350000,12.6770000,12.7000000,9.0360000,15.0257000,14.3281000,15.036,0,0,0
Kepler-280 b,Kepler-280,b,1,2,0,0,2014,2.13954200,0.032000,1.450,0.129,2.70000,0.00849,4.870000,0.000000,821.89,1425,87.190,2454966.652600,0,0.3300,0.026610,2.0200000,8.089000,0.01514,,,,,,,,5744.00,0.89,0.96,0.121,[M/H],-0.064,4.54,4.270,1.74800,,,,19h25m33.73s,291.3905325,+42d10m49.70s,42.1804735,22.7446632,3.4855600,-22.4760000,780.3610000,1.2528000,15.2950000,14.3500000,13.2890000,12.9140000,12.8440000,,,,,,12.8370000,12.8900000,13.0620000,9.3090000,14.4574000,13.9604000,14.466,0,0,0
Kepler-280 c,Kepler-280,c,1,2,0,0,2014,4.80709100,0.056000,2.010,0.179,4.70000,0.01480,3.180000,0.000000,279.08,1088,86.650,2454967.642490,0,0.6800,0.045050,0.9010000,13.500000,0.01970,,,,,,,,5744.00,0.89,0.96,0.121,[M/H],-0.064,4.54,4.270,64.09612,,,,19h25m33.73s,291.3905325,+42d10m49.70s,42.1804735,22.7446632,3.4855600,-22.4760000,780.3610000,1.2528000,15.2950000,14.3500000,13.2890000,12.9140000,12.8440000,,,,,,12.8370000,12.8900000,13.0620000,9.3090000,14.4574000,13.9604000,14.466,0,0,0
Kepler-281 b,Kepler-281,b,1,2,0,0,2014,14.64600800,0.117000,2.820,0.252,8.35000,0.02630,2.050000,0.000000,118.25,694,88.090,2454969.516910,0,0.9200,0.059350,6.2930000,15.800000,0.02396,,,,,,,,5723.00,0.90,0.95,0.020,[Fe/H],0.146,4.53,0.600,0.42172,,,,19h36m25.96s,294.1081465,+44d46m14.35s,44.7706524,11.2981016,-6.4364500,-9.2854300,1745.4500000,0.5449600,16.8550000,15.9310000,14.5000000,14.1600000,13.9940000,,,,,,13.9980000,14.1750000,12.5960000,9.5490000,15.7537000,15.2229000,15.773,0,0,0
Kepler-281 c,Kepler-281,c,1,2,0,0,2014,36.33737300,0.215000,5.310,0.474,24.40000,0.07690,0.896000,0.000000,35.20,513,88.170,2454993.400920,0,0.7700,0.282840,6.8090000,29.000000,0.05391,,,,,,,,5723.00,0.90,0.95,0.020,[Fe/H],0.146,4.53,0.600,0.24809,,,,19h36m25.96s,294.1081465,+44d46m14.35s,44.7706524,11.2981016,-6.4364500,-9.2854300,1745.4500000,0.5449600,16.8550000,15.9310000,14.5000000,14.1600000,13.9940000,,,,,,13.9980000,14.1750000,12.5960000,9.5490000,15.7537000,15.2229000,15.773,0,0,0
Kepler-282 b,Kepler-282,b,1,4,0,0,2014,9.22052400,0.082000,1.010,0.090,1.01000,0.00317,5.390000,0.000000,195.94,817,89.850,2454971.054440,0,0.0200,0.014000,4.8470000,14.511000,0.01074,,,,,,,,5602.00,0.90,0.79,-0.250,[Fe/H],0.106,4.46,0.400,0.67980,,,,18h58m42.54s,284.6772402,+44d47m51.50s,44.7976401,8.8835774,-6.5648400,-5.9850500,1337.6100000,0.7189240,16.0340000,15.4440000,14.0800000,13.7180000,13.6500000,,,,,,13.7300000,13.7790000,13.1420000,9.2330000,15.1779000,14.7256000,15.204,0,0,0
Kepler-282 c,Kepler-282,c,1,4,0,0,2014,13.63872300,0.106000,1.200,0.107,1.87000,0.00588,5.950000,0.000000,116.12,717,89.690,2454974.778090,0,0.0700,0.016270,5.5730000,19.330000,0.01159,,,,,,,,5602.00,0.90,0.79,-0.250,[Fe/H],0.106,4.46,0.400,0.73488,,,,18h58m42.54s,284.6772402,+44d47m51.50s,44.7976401,8.8835774,-6.5648400,-5.9850500,1337.6100000,0.7189240,16.0340000,15.4440000,14.0800000,13.7180000,13.6500000,,,,,,13.7300000,13.7790000,13.1420000,9.2330000,15.1779000,14.7256000,15.204,0,0,0
Kepler-282 d,Kepler-282,d,1,4,0,0,2013,24.80600000,0.154000,2.460,0.219,61.00000,0.19200,22.500000,0.000000,52.35,588,89.990,2454978.074950,1,0.7630,0.062440,6.1513000,31.527000,0.02374,,,,,,,,5699.00,0.89,0.97,-0.250,[Fe/H],0.106,4.53,0.400,0.94311,,,,18h58m42.54s,284.6772402,+44d47m51.50s,44.7976401,8.8835774,-6.5648400,-5.9850500,1337.6100000,0.7189240,16.0340000,15.4440000,14.0800000,13.7180000,13.6500000,,,,,,13.7300000,13.7790000,13.1420000,9.2330000,15.1779000,14.7256000,15.204,0,0,0
Kepler-282 e,Kepler-282,e,1,4,0,0,2013,44.34700000,0.226900,3.100,0.277,56.20000,0.17700,10.400000,0.000000,24.11,484,89.700,2454994.314250,1,0.7780,0.079170,6.3990000,54.150000,0.02673,,,,,,,,5699.00,0.89,0.97,-0.250,[Fe/H],0.106,4.53,0.400,1.36005,,,,18h58m42.54s,284.6772402,+44d47m51.50s,44.7976401,8.8835774,-6.5648400,-5.9850500,1337.6100000,0.7189240,16.0340000,15.4440000,14.0800000,13.7180000,13.6500000,,,,,,13.7300000,13.7790000,13.1420000,9.2330000,15.1779000,14.7256000,15.204,0,0,0
Kepler-283 b,Kepler-283,b,1,2,0,0,2014,11.00815100,0.082000,2.130,0.190,5.18000,0.01630,2.950000,0.000000,16.26,488,89.970,2454976.226260,0,0.5100,0.146250,2.0870000,43.185000,0.03390,,,,,,,,4351.00,0.57,0.60,-0.170,[Fe/H],-0.983,4.72,3.090,12.57304,,,,19h34m27.30s,293.6137413,+47d50m20.18s,47.8389380,16.7364842,3.1882600,-16.4300000,468.0940000,2.1082200,17.2140000,16.2160000,13.9270000,13.2630000,13.1390000,,,,,,13.0940000,13.1400000,12.8220000,9.2660000,15.8753000,15.0899000,15.847,0,0,0
Kepler-283 c,Kepler-283,c,1,2,0,0,2014,92.74371100,0.341000,1.820,0.162,3.97000,0.01250,3.620000,0.000000,0.95,240,89.990,2455006.311450,1,0.4400,0.110510,6.2790000,132.450000,0.02939,,,,,,,,4351.00,0.57,0.60,-0.170,[Fe/H],-0.983,4.72,3.090,0.06394,,,,19h34m27.30s,293.6137413,+47d50m20.18s,47.8389380,16.7364842,3.1882600,-16.4300000,468.0940000,2.1082200,17.2140000,16.2160000,13.9270000,13.2630000,13.1390000,,,,,,13.0940000,13.1400000,12.8220000,9.2660000,15.8753000,15.0899000,15.847,0,0,0
Kepler-284 b,Kepler-284,b,1,2,0,0,2014,12.69914900,0.104000,2.240,0.200,5.65000,0.01780,2.760000,0.000000,38.37,686,88.510,2455017.985150,0,0.2400,0.079740,2.8190000,26.800000,0.02702,,,,,,,,5615.00,0.81,0.92,0.140,[Fe/H],-0.341,4.58,0.500,3.57325,,,,19h32m35.18s,293.1465698,+47d43m46.94s,47.7297053,17.4299408,12.5111000,12.1357000,1031.9500000,0.9409240,16.6020000,15.9440000,14.5590000,14.1550000,14.0790000,,,,,,13.9890000,13.9890000,12.5830000,9.3490000,15.8126000,15.2726000,15.824,0,0,0
Kepler-284 c,Kepler-284,c,1,2,0,0,2014,37.51445600,0.213000,2.610,0.233,7.32000,0.02300,2.260000,0.000000,9.04,478,89.600,2455022.300680,0,0.6200,0.093500,5.3520000,55.200000,0.02781,,,,,,,,5615.00,0.81,0.92,0.140,[Fe/H],-0.341,4.58,0.500,1.88082,,,,19h32m35.18s,293.1465698,+47d43m46.94s,47.7297053,17.4299408,12.5111000,12.1357000,1031.9500000,0.9409240,16.6020000,15.9440000,14.5590000,14.1550000,14.0790000,,,,,,13.9890000,13.9890000,12.5830000,9.3490000,15.8126000,15.2726000,15.824,0,0,0
Kepler-285 b,Kepler-285,b,1,2,0,0,2014,2.63386700,0.036000,1.340,0.120,2.36000,0.00742,5.390000,0.000000,428.41,1131,88.820,2454967.562810,0,0.0900,0.025980,2.0610000,9.910000,0.01600,,,,,,,,5411.00,0.81,0.82,0.160,[Fe/H],-0.279,4.58,0.600,2.44783,,,,19h25m33.80s,291.3908469,+48d03m55.94s,48.0655392,13.9511583,-7.6925600,-11.6387000,824.3100000,1.1846000,16.3600000,15.1980000,13.8870000,13.4350000,13.3190000,,,,,,13.3400000,13.4350000,12.5630000,9.5930000,15.1521000,14.6046000,15.173,0,0,0
Kepler-285 c,Kepler-285,c,1,2,0,0,2014,6.18667600,0.064000,1.120,0.100,1.46000,0.00459,5.710000,0.000000,137.07,851,89.950,2454969.633510,0,0.0800,0.020260,2.9080000,16.460000,0.01265,,,,,,,,5411.00,0.81,0.82,0.160,[Fe/H],-0.279,4.58,0.600,1.99799,,,,19h25m33.80s,291.3908469,+48d03m55.94s,48.0655392,13.9511583,-7.6925600,-11.6387000,824.3100000,1.1846000,16.3600000,15.1980000,13.8870000,13.4350000,13.3190000,,,,,,13.3400000,13.4350000,12.5630000,9.5930000,15.1521000,14.6046000,15.173,0,0,0
Kepler-286 b,Kepler-286,b,1,4,0,0,2014,1.79630200,0.027000,1.240,0.111,2.07000,0.00651,5.970000,0.000000,925.92,1367,89.880,2454966.330570,0,0.0600,0.021090,1.9740000,7.288000,0.01323,,,,,,,,5580.00,0.86,0.96,-0.120,[Fe/H],-0.116,4.50,2.750,1.86513,,,,19h22m42.28s,290.6761874,+48d17m39.25s,48.2942362,2.2682913,0.9987020,2.0366000,1226.8500000,0.7894650,16.6370000,15.8630000,14.3880000,14.0580000,14.1210000,,,,,,13.9330000,13.9480000,12.6370000,9.4700000,15.5447000,15.0579000,15.587,0,0,0
Kepler-286 c,Kepler-286,c,1,4,0,0,2014,3.46809500,0.042000,1.370,0.122,2.45000,0.00771,5.240000,0.000000,384.29,1098,89.280,2454969.003180,0,0.2000,0.024390,2.3050000,11.290000,0.01486,,,,,,,,5580.00,0.86,0.96,-0.120,[Fe/H],-0.116,4.50,2.750,2.25157,,,,19h22m42.28s,290.6761874,+48d17m39.25s,48.2942362,2.2682913,0.9987020,2.0366000,1226.8500000,0.7894650,16.6370000,15.8630000,14.3880000,14.0580000,14.1210000,,,,,,13.9330000,13.9480000,12.6370000,9.4700000,15.5447000,15.0579000,15.587,0,0,0
Kepler-286 d,Kepler-286,d,1,4,0,0,2014,5.91432300,0.061000,1.330,0.119,2.33000,0.00733,5.440000,0.000000,188.48,919,89.870,2454966.486980,0,0.0600,0.025320,2.6550000,17.223000,0.01448,,,,,,,,5580.00,0.86,0.96,-0.120,[Fe/H],-0.116,4.50,2.750,2.76282,,,,19h22m42.28s,290.6761874,+48d17m39.25s,48.2942362,2.2682913,0.9987020,2.0366000,1226.8500000,0.7894650,16.6370000,15.8630000,14.3880000,14.0580000,14.1210000,,,,,,13.9330000,13.9480000,12.6370000,9.4700000,15.5447000,15.0579000,15.587,0,0,0
Kepler-286 e,Kepler-286,e,1,4,0,0,2014,29.22128900,0.176000,1.770,0.158,3.78000,0.01190,3.750000,0.000000,22.40,539,88.780,2454972.330170,0,0.6400,0.039400,3.9300000,58.140000,0.01809,,,,,,,,5580.00,0.86,0.96,-0.120,[Fe/H],-0.116,4.50,2.750,4.35378,,,,19h22m42.28s,290.6761874,+48d17m39.25s,48.2942362,2.2682913,0.9987020,2.0366000,1226.8500000,0.7894650,16.6370000,15.8630000,14.3880000,14.0580000,14.1210000,,,,,,13.9330000,13.9480000,12.6370000,9.4700000,15.5447000,15.0579000,15.587,0,0,0
Kepler-287 b,Kepler-287,b,1,2,0,0,2014,20.34219900,0.145000,2.330,0.208,6.04000,0.01900,2.620000,0.000000,35.75,667,88.830,2454970.698750,0,0.2400,0.056460,2.2570000,38.000000,0.02174,,,,,,,,5806.00,1.03,0.97,0.117,[M/H],-0.134,4.40,7.600,13.82309,,,,19h23m42.58s,290.9274282,+48d26m36.45s,48.4434588,18.3066990,-6.7167200,-17.0300000,835.8600000,1.1677700,15.8450000,14.9520000,13.5420000,13.2010000,13.1350000,,,,,,13.0770000,13.1220000,12.7200000,9.1670000,14.7442000,14.2453000,14.775,0,0,0
Kepler-287 c,Kepler-287,c,1,2,0,0,2014,44.85189600,0.246000,3.260,0.291,10.70000,0.03360,1.700000,0.000000,12.46,513,89.240,2455005.463000,0,0.8300,0.078080,3.5840000,43.300000,0.03170,,,,,,,,5806.00,1.03,0.97,0.117,[M/H],-0.134,4.40,7.600,0.76343,,,,19h23m42.58s,290.9274282,+48d26m36.45s,48.4434588,18.3066990,-6.7167200,-17.0300000,835.8600000,1.1677700,15.8450000,14.9520000,13.5420000,13.2010000,13.1350000,,,,,,13.0770000,13.1220000,12.7200000,9.1670000,14.7442000,14.2453000,14.775,0,0,0
Kepler-288 b,Kepler-288,b,1,3,0,0,2014,6.09732600,0.065000,1.670,0.149,3.43000,0.01080,4.050000,0.000000,247.30,1197,89.950,2455187.064120,0,0.2100,0.021760,3.3060000,13.768000,0.01409,,,,,,,,5918.00,1.09,1.03,0.160,[Fe/H],0.056,4.35,3.720,1.32778,,,,19h15m39.94s,288.9163997,+39d35m41.11s,39.5947523,1.4181023,-0.4980370,1.3277700,1194.1500000,0.8089260,15.8730000,15.2830000,14.0000000,13.6620000,13.5870000,17.0466000,15.6337000,15.0933000,14.8963000,14.8068000,13.4190000,13.5080000,13.0480000,9.1480000,15.1520000,14.6516000,15.151,0,0,0
Kepler-288 c,Kepler-288,c,1,3,0,0,2014,19.30577200,0.140000,2.850,0.254,8.50000,0.02670,2.020000,0.000000,53.15,815,90.000,2455206.190550,0,0.0600,0.070910,4.1920000,35.210000,0.02407,,,,,,,,5918.00,1.09,1.03,0.160,[Fe/H],0.056,4.35,3.720,2.21548,,,,19h15m39.94s,288.9163997,+39d35m41.11s,39.5947523,1.4181023,-0.4980370,1.3277700,1194.1500000,0.8089260,15.8730000,15.2830000,14.0000000,13.6620000,13.5870000,17.0466000,15.6337000,15.0933000,14.8963000,14.8068000,13.4190000,13.5080000,13.0480000,9.1480000,15.1520000,14.6516000,15.151,0,0,0
Kepler-288 d,Kepler-288,d,1,3,0,0,2014,56.63374200,0.287000,2.670,0.238,7.61000,0.02390,2.200000,0.000000,12.66,570,89.750,2454968.552960,0,0.4100,0.058970,6.0390000,20.500000,0.02216,,,,,,,,5918.00,1.09,1.03,0.160,[Fe/H],0.056,4.35,3.720,1.90042,,,,19h15m39.94s,288.9163997,+39d35m41.11s,39.5947523,1.4181023,-0.4980370,1.3277700,1194.1500000,0.8089260,15.8730000,15.2830000,14.0000000,13.6620000,13.5870000,17.0466000,15.6337000,15.0933000,14.8963000,14.8068000,13.4190000,13.5080000,13.0480000,9.1480000,15.1520000,14.6516000,15.151,0,0,0
